issued_utc,price,1h_est_bp,1h_p_up,1h_confident,1h_lo80_bp,1h_hi80_bp,1h_actual_bp,3h_est_bp,3h_p_up,3h_confident,3h_lo80_bp,3h_hi80_bp,3h_actual_bp,24h_est_bp,24h_p_up,24h_confident,24h_lo80_bp,24h_hi80_bp,24h_actual_bp
2026-07-01T12:44,0.1516,-0.3,0.4583,1,-90.2,91.5,59.2,0.1,0.4831,0,-150.2,145.7,292.5,-0.5,0.4957,0,-460.7,380.7,582.9
2026-07-01T12:59,0.1516,-0.4,0.4586,1,-89.8,91.0,150.6,-0.1,0.4742,1,-149.8,145.1,241.1,-0.5,0.4919,0,-461.9,381.7,558.0
2026-07-01T13:14,0.1522,-0.5,0.4467,1,-96.6,97.8,297.8,-0.3,0.4657,1,-158.5,153.1,233.8,-0.6,0.4844,1,-491.0,405.8,549.7
2026-07-01T13:29,0.1529,-0.5,0.4504,1,-101.9,103.1,104.1,-0.3,0.4668,1,-165.7,160.1,181.5,-0.6,0.4836,1,-511.5,422.7,510.0
2026-07-01T13:44,0.1525,-0.4,0.4656,1,-98.5,99.9,156.2,-0.3,0.4704,1,-160.7,155.3,181.9,-0.5,0.4827,1,-498.9,412.4,610.5
2026-07-01T13:59,0.1539,-1.3,0.4504,1,-108.7,108.6,116.3,-1.2,0.4575,1,-175.5,167.9,77.7,-0.5,0.4692,1,-540.0,446.4,500.6
2026-07-01T14:14,0.1568,-1.6,0.4586,1,-135.4,135.1,-31.9,-1.6,0.4533,1,-216.9,207.2,-180.2,-0.7,0.4587,1,-664.3,549.0,332.4
2026-07-01T14:29,0.1545,-1.7,0.4913,0,-148.7,148.7,160.5,-1.4,0.4868,0,-236.2,226.2,6.5,-0.8,0.4695,1,-721.4,596.3,356.0
2026-07-01T14:44,0.1549,-1.7,0.4870,0,-156.5,156.5,77.2,-1.4,0.4810,1,-246.6,236.4,-45.3,-0.8,0.4808,1,-750.5,620.3,305.2
2026-07-01T14:59,0.1557,-1.7,0.4836,0,-157.1,157.1,-25.7,-1.3,0.4832,0,-245.4,235.4,-51.5,-0.7,0.4779,1,-744.1,615.2,272.4
2026-07-01T15:14,0.1563,-1.4,0.4832,0,-140.7,141.0,-32.0,-1.2,0.4861,0,-222.8,213.6,-115.8,-0.6,0.4734,1,-672.6,556.2,202.7
2026-07-01T15:29,0.157,-1.5,0.4664,1,-135.8,135.8,-83.1,-1.4,0.4692,1,-213.2,203.9,-154.0,-0.6,0.4586,1,-640.4,529.5,201.8
2026-07-01T15:44,0.1561,-1.4,0.4724,1,-135.8,136.0,-51.4,-1.3,0.4723,1,-215.9,206.7,-109.5,-0.6,0.4600,1,-646.2,534.3,296.6
2026-07-01T15:59,0.1553,-1.3,0.4906,0,-132.3,132.7,-12.9,-1.2,0.4697,1,-213.0,204.1,-77.6,-0.5,0.4610,1,-635.1,525.3,348.0
2026-07-01T16:14,0.1558,-1.3,0.4790,1,-126.1,126.4,-116.2,-1.2,0.4663,1,-205.4,196.8,-77.3,-0.5,0.4590,1,-610.0,504.5,340.7
2026-07-01T16:29,0.1557,-1.3,0.4893,0,-122.8,122.9,-70.9,-1.2,0.4625,1,-202.3,193.8,-142.3,-0.4,0.4591,1,-598.2,494.9,241.1
2026-07-01T16:44,0.1553,-1.2,0.4934,0,-114.0,114.1,-71.1,-1.2,0.4538,1,-190.2,181.9,-142.7,-0.3,0.4521,1,-559.7,463.2,298.2
2026-07-01T16:59,0.1551,-1.2,0.4833,0,-115.6,115.7,-12.9,-1.2,0.4536,1,-193.3,184.9,-110.2,-0.4,0.4601,1,-572.3,473.5,304.8
2026-07-01T17:14,0.154,-1.6,0.5061,0,-118.0,117.5,32.4,-2.5,0.4534,1,-198.4,187.4,-19.5,0.6,0.4576,1,-586.3,486.9,382.2
2026-07-01T17:29,0.1546,-1.6,0.4852,0,-116.5,116.0,0.0,-2.0,0.4426,1,-195.8,185.8,-64.9,0.5,0.4555,1,-583.5,484.4,330.8
2026-07-01T17:44,0.1542,-1.5,0.5049,0,-115.6,115.1,13.0,-1.9,0.4482,1,-194.6,184.9,-32.5,0.6,0.4593,1,-583.8,484.7,337.9
2026-07-01T17:59,0.1549,-1.3,0.4766,1,-113.6,113.5,-51.8,-1.6,0.4358,1,-191.6,182.6,-51.8,0.5,0.4600,1,-579.2,480.7,261.2
2026-07-01T18:14,0.1545,-1.3,0.4747,1,-110.6,110.4,6.5,-1.6,0.4412,1,-186.8,178.0,38.8,0.5,0.4544,1,-568.0,471.5,337.3
2026-07-01T18:29,0.1546,-1.2,0.4732,1,-108.2,108.2,-71.4,-1.8,0.4360,1,-183.7,174.4,83.7,0.5,0.4535,1,-560.9,465.7,330.8
2026-07-01T18:44,0.1544,-1.9,0.4879,0,-107.5,106.1,-84.6,-2.6,0.4390,1,-182.4,171.7,186.1,0.5,0.4505,1,-558.0,463.3,343.8
2026-07-01T18:59,0.1541,-1.9,0.4995,0,-106.2,104.7,-45.5,-2.5,0.4424,1,-180.4,169.9,211.9,0.6,0.4539,1,-555.3,461.1,357.0
2026-07-01T19:14,0.1546,-2.0,0.4614,1,-105.1,103.4,-58.4,-2.6,0.4246,1,-178.9,168.3,147.7,0.5,0.4520,1,-553.7,459.7,318.3
2026-07-01T19:29,0.1535,-1.8,0.5045,0,-106.1,104.8,6.5,-2.6,0.4453,1,-181.1,170.5,174.4,0.6,0.4608,1,-564.0,468.4,358.3
2026-07-01T19:44,0.1531,-1.8,0.5042,0,-106.5,105.3,39.1,-2.5,0.4443,1,-182.3,171.7,200.5,0.6,0.4623,1,-571.2,474.4,409.5
2026-07-01T19:59,0.1534,-1.8,0.4712,1,-104.9,103.7,45.5,-2.4,0.4331,1,-179.8,169.5,161.7,0.7,0.4657,1,-567.0,471.1,402.5
2026-07-01T20:14,0.1537,-1.2,0.4767,1,-100.3,100.2,90.7,-1.6,0.4325,1,-172.3,164.0,90.7,0.8,0.4675,1,-549.1,456.3,414.2
2026-07-01T20:29,0.1536,-1.8,0.4645,1,-97.1,95.6,148.6,-2.2,0.4332,1,-166.7,157.2,77.8,0.7,0.4645,1,-532.2,442.1,439.4
2026-07-01T20:44,0.1537,-1.8,0.4535,1,-94.5,92.9,231.5,-2.3,0.4225,1,-162.5,153.0,39.0,0.7,0.4571,1,-521.5,433.3,501.2
2026-07-01T20:59,0.1541,-1.8,0.4458,1,-93.3,91.6,211.9,-2.3,0.4136,1,-160.8,151.3,-13.0,0.7,0.4576,1,-518.9,431.2,450.4
2026-07-01T21:14,0.1551,-1.8,0.4348,1,-93.1,91.5,115.4,-2.3,0.4113,1,-160.9,151.4,-97.2,0.7,0.4571,1,-522.3,433.9,416.7
2026-07-01T21:29,0.1559,-0.7,0.4185,1,-92.5,93.1,19.2,-0.9,0.4097,1,-157.5,150.9,-161.7,0.7,0.4579,1,-518.9,431.1,359.1
2026-07-01T21:44,0.1573,-0.6,0.4249,1,-107.8,109.1,-70.2,-0.6,0.4321,1,-182.1,175.4,-296.8,0.5,0.4581,1,-599.4,497.5,220.1
2026-07-01T21:59,0.1574,-1.3,0.4362,1,-112.1,112.0,-95.8,-1.2,0.4428,1,-187.1,179.1,-283.5,0.1,0.4576,1,-612.1,507.2,232.3
2026-07-01T22:14,0.1569,-1.3,0.4489,1,-113.2,113.0,-115.4,-1.3,0.4435,1,-185.7,177.4,-193.1,0.6,0.4571,1,-610.1,506.4,233.1
2026-07-01T22:29,0.1562,-0.4,0.4684,1,-116.8,118.6,-90.0,-0.5,0.4534,1,-194.8,187.8,-148.3,0.6,0.4607,1,-640.2,531.5,271.6
2026-07-01T22:44,0.1562,-0.3,0.4655,1,-104.0,105.7,-122.4,-0.3,0.4577,1,-175.4,169.4,-83.6,0.6,0.4613,1,-574.7,477.1,302.7
2026-07-01T22:59,0.1559,-0.7,0.4718,1,-102.6,103.5,-129.1,-0.7,0.4578,1,-173.2,166.4,-77.3,0.6,0.4620,1,-569.2,472.7,352.9
2026-07-01T23:14,0.1551,-0.2,0.4796,1,-104.0,105.9,-97.2,-0.1,0.4683,1,-172.7,167.2,-38.8,0.2,0.4674,1,-573.5,475.5,367.1
2026-07-01T23:29,0.1548,-0.2,0.4742,1,-97.0,98.7,-90.9,-0.0,0.4669,1,-161.2,156.2,-32.4,0.6,0.4662,1,-538.4,447.1,442.3
2026-07-01T23:44,0.1543,-0.2,0.4814,0,-99.3,101.1,-104.2,-0.0,0.4712,1,-162.1,157.1,51.7,0.7,0.4656,1,-544.7,452.6,499.3
2026-07-01T23:59,0.1539,-0.3,0.4755,1,-100.2,101.9,-58.7,0.0,0.4677,1,-160.5,155.6,51.8,0.7,0.4695,1,-542.5,450.8,482.0
2026-07-02T00:14,0.1536,0.2,0.4849,0,-96.7,100.3,19.5,-0.3,0.4659,1,-154.3,149.5,51.9,0.5,0.4738,1,-551.5,480.1,482.9
2026-07-02T00:29,0.1534,0.4,0.4824,0,-97.9,102.1,32.5,-0.1,0.4648,1,-158.4,153.7,103.8,0.6,0.4732,1,-564.3,491.3,471.1
2026-07-02T00:44,0.1527,0.4,0.4917,0,-98.5,102.7,143.0,-0.0,0.4726,1,-157.9,153.5,194.6,0.6,0.4794,1,-560.9,488.5,541.7
2026-07-02T00:59,0.153,0.4,0.4776,1,-97.5,101.6,110.5,-0.3,0.4572,1,-158.4,153.5,213.4,0.6,0.4760,1,-559.6,487.2,540.7
2026-07-02T01:14,0.1539,0.3,0.4536,1,-96.7,100.6,38.9,-0.3,0.4389,1,-158.9,153.9,103.4,0.3,0.4691,1,-559.0,486.3,580.6
2026-07-02T01:29,0.1539,0.3,0.4660,1,-94.8,98.6,26.0,-0.7,0.4452,1,-156.4,150.8,77.7,-0.2,0.4680,1,-552.8,479.9,672.2
2026-07-02T01:44,0.1549,-0.2,0.4536,1,-99.2,102.2,12.9,-1.0,0.4403,1,-160.3,153.9,38.7,-0.3,0.4612,1,-569.0,493.7,637.7
2026-07-02T01:59,0.1547,-0.2,0.4591,1,-103.7,106.9,0.0,-1.0,0.4400,1,-164.7,158.1,83.7,-0.3,0.4629,1,-588.0,510.3,692.9
2026-07-02T02:14,0.1545,0.1,0.4804,0,-105.8,109.5,-6.5,-0.8,0.4566,1,-168.4,162.2,90.2,-0.2,0.4653,1,-605.7,525.9,717.9
2026-07-02T02:29,0.1543,-0.2,0.4883,0,-105.6,108.8,45.3,-1.0,0.4567,1,-168.2,161.7,45.3,0.2,0.4674,1,-607.7,528.4,779.0
2026-07-02T02:44,0.1551,-0.4,0.4668,1,-104.0,106.8,38.6,-1.2,0.4429,1,-166.0,159.1,-45.2,-0.4,0.4662,1,-603.0,523.2,685.2
2026-07-02T02:59,0.1547,0.0,0.4848,0,-103.3,106.9,102.9,-1.0,0.4542,1,-165.6,159.0,-19.4,0.5,0.4662,1,-605.1,526.5,830.7
2026-07-02T03:14,0.1544,0.1,0.4707,1,-99.5,103.1,71.0,-1.0,0.4452,1,-160.0,153.6,0.0,0.5,0.4639,1,-588.0,511.9,736.5
2026-07-02T03:29,0.155,-0.4,0.4417,1,-108.7,111.7,6.4,-1.4,0.4281,1,-174.8,167.1,-19.4,0.4,0.4626,1,-645.0,561.2,739.7
2026-07-02T03:44,0.1557,-1.5,0.4331,1,-111.9,112.8,-12.9,-2.6,0.4234,1,-181.5,171.3,6.4,0.5,0.4602,1,-662.6,576.7,670.6
2026-07-02T03:59,0.1563,-1.3,0.4360,1,-111.4,112.5,-19.2,-2.7,0.4191,1,-183.1,172.7,-102.9,0.4,0.4576,1,-665.9,579.3,650.2
2026-07-02T04:14,0.1555,-1.1,0.4531,1,-112.0,113.5,25.7,-2.5,0.4320,1,-184.5,174.5,-51.6,0.6,0.4622,1,-672.5,585.3,641.4
2026-07-02T04:29,0.1551,-0.9,0.4683,1,-102.7,104.4,-6.4,-0.8,0.4432,1,-168.3,162.1,-12.9,1.1,0.4584,1,-618.9,539.8,588.4
2026-07-02T04:44,0.1555,-1.1,0.4514,1,-95.6,96.7,-71.0,-1.1,0.4323,1,-157.0,150.4,19.3,0.9,0.4585,1,-576.5,502.5,586.9
2026-07-02T04:59,0.156,-1.2,0.4407,1,-94.3,95.2,-103.1,-1.6,0.4314,1,-155.5,148.1,-57.9,0.5,0.4583,1,-570.2,496.3,506.2
2026-07-02T05:14,0.1559,-0.9,0.4435,1,-91.1,92.3,-96.7,-1.5,0.4296,1,-150.7,143.6,-6.4,0.8,0.4569,1,-553.1,482.1,482.1
2026-07-02T05:29,0.155,-1.3,0.4695,1,-91.5,92.1,-19.4,-1.3,0.4535,1,-151.0,144.2,64.3,0.9,0.4575,1,-555.2,484.0,540.0
2026-07-02T05:44,0.1544,-0.8,0.4802,1,-90.9,92.3,90.3,-0.9,0.4599,1,-150.5,144.7,135.1,0.9,0.4599,1,-555.7,484.4,591.0
2026-07-02T05:59,0.1544,-0.8,0.4753,1,-90.3,91.9,19.4,-0.7,0.4605,1,-146.9,141.4,141.5,1.0,0.4597,1,-543.2,473.9,597.1
2026-07-02T06:14,0.1544,-0.2,0.4717,1,-90.6,93.3,19.4,-0.5,0.4583,1,-145.4,140.5,90.3,0.9,0.4668,1,-539.3,470.2,676.1
2026-07-02T06:29,0.1547,-0.3,0.4534,1,-89.5,92.0,12.9,-0.6,0.4409,1,-143.8,138.7,109.3,0.8,0.4604,1,-533.7,465.2,674.8
2026-07-02T06:44,0.1558,-0.9,0.4306,1,-91.2,92.5,0.0,-1.0,0.4279,1,-146.3,140.3,127.6,-0.3,0.4571,1,-543.0,471.2,579.8
2026-07-02T06:59,0.1547,-0.3,0.4622,1,-96.8,99.4,25.8,-0.5,0.4606,1,-156.0,150.7,198.4,0.1,0.4677,1,-581.1,505.1,638.5
2026-07-02T07:14,0.1547,-0.3,0.4576,1,-95.9,98.4,70.9,-0.6,0.4547,1,-154.9,149.4,211.1,0.9,0.4678,1,-576.5,502.6,644.6
2026-07-02T07:29,0.1549,0.2,0.4582,1,-94.2,97.9,70.8,-0.6,0.4549,1,-153.4,148.1,217.1,0.2,0.4637,1,-572.3,497.5,637.7
2026-07-02T07:44,0.1558,0.0,0.4415,1,-98.0,101.3,44.8,-0.7,0.4507,1,-159.6,153.8,178.1,-0.1,0.4640,1,-595.9,517.5,591.9
2026-07-02T07:59,0.1551,0.3,0.4665,1,-92.7,96.6,96.2,-0.6,0.4580,1,-151.9,146.5,254.6,-0.1,0.4634,1,-567.7,493.2,624.8
2026-07-02T08:14,0.1558,0.2,0.4499,1,-99.9,103.8,0.0,-0.5,0.4522,1,-163.6,158.2,228.4,0.2,0.4643,1,-612.7,532.8,573.7
2026-07-02T08:29,0.156,-0.0,0.4456,1,-99.5,102.9,25.6,-0.7,0.4507,1,-163.1,157.1,215.6,-0.2,0.4629,1,-613.8,532.9,597.2
2026-07-02T08:44,0.1565,-0.0,0.4447,1,-94.8,97.9,82.7,-0.7,0.4502,1,-155.6,149.8,214.9,-0.2,0.4608,1,-589.0,511.4,625.4
2026-07-02T08:59,0.1566,-0.2,0.4414,1,-93.2,96.1,76.3,-0.9,0.4493,1,-154.9,148.9,196.0,-0.3,0.4600,1,-580.7,504.0,625.0
2026-07-02T09:14,0.1558,0.4,0.4710,1,-87.2,90.9,140.2,-0.4,0.4672,1,-145.6,140.8,340.7,-0.1,0.4611,1,-547.8,475.7,748.0
2026-07-02T09:29,0.1564,0.3,0.4426,1,-85.6,89.1,120.8,-0.4,0.4487,1,-143.1,138.4,258.8,0.2,0.4585,1,-538.6,468.4,649.8
2026-07-02T09:44,0.1578,-0.5,0.4393,1,-96.1,98.3,50.6,-1.1,0.4474,1,-160.2,153.6,182.1,-0.3,0.4595,1,-604.6,524.8,536.7
2026-07-02T09:59,0.1578,0.1,0.4453,1,-101.8,105.5,82.0,-1.0,0.4514,1,-172.6,166.0,157.2,-0.3,0.4617,1,-649.8,563.9,554.7
2026-07-02T10:14,0.158,-0.9,0.4340,1,-103.5,105.3,88.2,-1.0,0.4478,1,-172.6,165.9,175.7,-0.4,0.4605,1,-647.0,561.4,577.9
2026-07-02T10:29,0.1583,-0.8,0.4346,1,-105.0,106.9,69.2,-0.8,0.4491,1,-173.6,167.2,162.9,-0.4,0.4631,1,-648.8,563.0,535.0
2026-07-02T10:44,0.1586,-0.7,0.4488,1,-101.0,103.0,81.6,-0.7,0.4593,1,-168.9,163.0,218.3,0.1,0.4634,1,-628.9,546.6,617.4
2026-07-02T10:59,0.1591,-0.8,0.4376,1,-95.1,96.8,37.6,-0.8,0.4484,1,-161.0,155.0,168.3,-0.3,0.4608,1,-596.8,518.0,556.2
2026-07-02T11:14,0.1594,-0.6,0.4366,1,-95.7,97.8,112.3,-0.3,0.4561,1,-163.8,158.7,168.0,0.1,0.4602,1,-606.3,526.9,573.0
2026-07-02T11:29,0.1594,-0.7,0.4526,1,-97.6,99.5,68.8,-0.6,0.4657,1,-169.3,163.4,43.8,-0.3,0.4632,1,-623.2,540.9,555.2
2026-07-02T11:44,0.1599,-0.8,0.4450,1,-92.7,94.2,49.9,-0.9,0.4588,1,-162.7,156.4,-12.5,-0.3,0.4621,1,-595.5,516.8,559.4
2026-07-02T11:59,0.1597,-0.6,0.4578,1,-96.1,98.1,37.5,-0.7,0.4637,1,-170.8,164.7,18.8,-0.3,0.4620,1,-623.5,541.1,601.5
2026-07-02T12:14,0.1612,-1.0,0.4372,1,-102.7,104.1,-24.8,-1.1,0.4561,1,-180.8,173.6,-106.0,-0.4,0.4593,1,-656.2,569.3,508.0
2026-07-02T12:29,0.1605,-0.8,0.4606,1,-108.0,110.1,24.9,-0.7,0.4694,1,-192.5,185.8,-18.7,-0.4,0.4582,1,-697.6,605.3,486.4
2026-07-02T12:44,0.1607,-0.8,0.4593,1,-113.2,115.4,86.7,-0.7,0.4694,1,-204.1,197.1,6.2,0.1,0.4626,1,-736.3,639.9,479.9
2026-07-02T12:59,0.1603,-0.7,0.4704,1,-109.7,112.0,93.1,-0.7,0.4762,1,-198.5,191.6,31.1,0.1,0.4605,1,-720.1,625.8,540.3
2026-07-02T13:14,0.1608,-0.6,0.4653,1,-108.3,110.8,80.5,-0.7,0.4672,1,-198.5,191.6,24.8,0.1,0.4595,1,-717.4,623.5,544.6
2026-07-02T13:29,0.1609,-0.7,0.4639,1,-104.6,106.7,-49.8,-0.7,0.4650,1,-191.9,185.2,-87.4,0.1,0.4580,1,-697.5,606.2,585.4
