issued_utc,price,1h_est_bp,1h_p_up,1h_confident,1h_lo80_bp,1h_hi80_bp,1h_actual_bp,3h_est_bp,3h_p_up,3h_confident,3h_lo80_bp,3h_hi80_bp,3h_actual_bp,24h_est_bp,24h_p_up,24h_confident,24h_lo80_bp,24h_hi80_bp,24h_actual_bp
2026-02-01T00:14,0.2955,1.4,0.4799,1,-163.8,191.4,-81.5,1.6,0.5123,0,-305.8,367.6,33.8,1.0,0.4892,1,-1385.7,1495.5,-267.5
2026-02-01T00:29,0.2955,1.4,0.5022,0,-144.1,168.8,-37.3,1.7,0.5139,0,-269.6,324.8,6.8,2.0,0.4890,1,-1229.5,1329.3,-156.9
2026-02-01T00:44,0.2946,1.0,0.5088,0,-133.8,156.2,-34.0,1.5,0.5153,1,-250.5,301.6,23.7,1.9,0.4909,1,-1148.7,1241.9,-126.4
2026-02-01T00:59,0.2957,1.7,0.4986,0,-119.6,141.2,-3.4,1.9,0.5142,0,-225.1,272.4,6.8,2.1,0.4909,1,-1041.1,1126.3,-222.3
2026-02-01T01:14,0.2931,1.6,0.5390,1,-122.8,144.7,101.8,1.0,0.5304,1,-232.3,278.9,138.9,0.9,0.4901,1,-1077.3,1163.0,-234.7
2026-02-01T01:29,0.2944,0.9,0.5173,1,-125.3,146.2,10.2,1.1,0.5234,1,-236.2,283.7,64.3,0.7,0.4911,1,-1102.5,1189.7,-47.7
2026-02-01T01:44,0.2936,1.1,0.5293,1,-124.8,145.9,61.1,1.1,0.5240,1,-236.0,283.5,121.9,1.4,0.4898,1,-1107.6,1196.5,-71.8
2026-02-01T01:59,0.2956,1.0,0.5002,0,-125.4,146.4,16.9,1.5,0.5133,0,-237.1,285.7,47.2,1.8,0.4900,1,-1120.9,1211.8,-163.7
2026-02-01T02:14,0.2961,1.0,0.4945,0,-121.5,142.0,13.5,1.5,0.5050,0,-230.2,277.5,3.4,1.8,0.4912,1,-1095.0,1184.0,-228.9
2026-02-01T02:29,0.2947,0.4,0.5181,1,-119.8,138.7,33.9,0.7,0.5084,0,-227.2,272.0,84.5,1.7,0.4901,1,-1083.3,1171.0,-147.0
2026-02-01T02:44,0.2954,0.8,0.4973,0,-117.3,136.8,-3.4,1.3,0.5000,0,-223.0,268.6,-10.2,2.0,0.4903,1,-1073.0,1160.5,-226.0
2026-02-01T02:59,0.2961,0.7,0.4980,0,-116.5,135.6,-6.8,1.3,0.5090,0,-221.6,266.9,-40.6,2.0,0.4904,1,-1072.6,1160.1,-294.7
2026-02-01T03:14,0.2965,1.1,0.5044,0,-114.1,133.6,23.6,1.8,0.5045,0,-217.8,263.3,-13.5,3.5,0.4900,1,-1061.3,1151.2,-434.3
